Name,City,Code,x,y,ISO3
Yosemite National Park,Yosemite National Park,OYS,-119.55,37.85,USA
Passos,Passos,PSW,-46.61666667,-20.71666667,BRA
San Cristobal de Las Casas,San Cristobal de Las Casas,SZT,-92.54416667,16.69055556,MEX
Tangara Da Serra,Tangara Da Serra,TGQ,-57.44861111,-14.65638889,BRA
Quine Hill,Quine Hill,UIQ,168.4166667,-17.55,VUT
Vallenar,Vallenar,VLR,-70.76666667,-28.6,CHL
Bealanana,Bealanana,WBE,48.7,-14.53333333,MDG
Snare Lake,Snare Lake,YFJ,-114.0755556,64.19055556,CAN
Long Island,Long Island,HAP,148.9638889,-21.52305556,AUS
Tadji,Tadji,TAJ,142.4166667,-3.183333333,PNG
Aragarcas,Aragarcas,ARS,-52.25,-15.91666667,BRA
Boca do Acre,Boca do Acre,BCR,-67.41666667,-8.633333333,BRA
Bouar,Bouar,BOP,15.63333333,5.966666667,CAF
Croker Island,Croker Island,CKI,132.5,-11.08333333,AUS
Costa Marques,Costa Marques,CQS,-64.33333333,-12.41666667,BRA
Carnot,Carnot,CRF,15.9,4.933333333,CAF
Dakhla Oasis,Dakhla Oasis,DAK,29,25.41666667,EGY
Dysart,Dysart,DYA,148.3666667,-22.61666667,AUS
Feijo,Feijo,FEJ,-70.35,-8.15,BRA
Goulburn Island,Goulburn Island,GBL,133.4166667,-11.66666667,AUS
Guajara-Mirim,Guajara-Mirim,GJM,-65.33333333,-10.83333333,BRA
Horizontina,Horizontina,HRZ,-54.34055556,-27.63833333,BRA
Hsinchu,Hsinchu,HSZ,120.9333333,24.81666667,TWN
Birao,Birao,IRO,22.55,10.5,CAF
Itaperuna,Itaperuna,ITP,-41.875,-21.21888889,BRA
Ixtepec,Ixtepec,IZT,-95.1,16.56666667,MEX
Kremenchug,Kremenchug,KHU,33.45,49.1,UKR
Lawn Hill,Lawn Hill,LWH,138.6333333,-18.63333333,AUS
Matupa,Matupa,MBK,-54.95416667,-10.24166667,BRA
Orel,Orel,OEL,36.1,52.98333333,RUS
Oiapoque,Oiapoque,OYK,-51.8,3.866666667,BRA
Branson/Point Lookout,Branson/Point Lookout,PLK,-93.21666667,36.61666667,USA
Chattanooga Greyhound Bus Service,Chattanooga,QDK,-85.21666667,35.16666667,USA
Dalton Flightlink Bus Service,Dalton,QJJ,-84.88333333,34.73333333,USA
Macon Flightlink Bus Service,Macon,QMP,-83.6,32.83333333,USA
Albany Bus Station,Albany Bus Station,QWY,-123.2833333,44.50277778,USA
San Juan de la Maguana,San Juan de la Maguana,SJM,-71.23333333,18.83333333,DOM
Semera,Semera,SZE,41.08333333,11.5,ETH
Tol,Tol,TLO,152.0333333,-4.983333333,PNG
San Vito,San Vito,TOO,-82.96666667,8.833333333,CRI
Tarauaca,Tarauaca,TRQ,-70.76666667,-8.15,BRA
Uherske Hradiste,Uherske Hradiste,UHE,17.43972222,49.02944444,CZE
Vallemi,Vallemi,VMI,-58,-22.25,PRY
Dolbeau,Dolbeau,YDO,-72.23333333,48.88333333,CAN
Bumba,Bumba,BMB,22.55,2.3,COD
Boende,Boende,BNB,20.88055556,-0.288333333,COD
Kaiserslauter,Kaiserslautern,KLT,7.75,49.45,DEU
Fort Collins Bus Station,Fort Collins/Loveland,QWF,-105.0833333,40.58611111,USA
Loveland Bus Station,Fort Collins/Loveland,QWH,-105.1,40.4,USA
Manteo,Manteo,MEO,-75.7,35.91111111,USA
Deniliquin,Deniliquin,DNQ,144.95,-35.55,AUS
Jacareacanga,Jacareacanga,JCR,-57.76833333,-6.233611111,BRA
Swan Hill,Swan Hill,SWH,143.55,-35.38333333,AUS
Creston,Creston,CFQ,-116.4983333,49.03694444,CAN
Mussau,Mussau,MWU,149.6666667,-1.5,PNG
Best Bus Station,Best Bus Station,QWZ,5.396111111,51.51333333,NLD
Sale,Sale,SXE,146.9666667,-38.08333333,AUS
Siguanea,Siguanea,SZJ,-82.95,21.63333333,CUB
Hwange,Hwange,WKI,26.48333333,-18.36666667,ZWE
Vail/Eagle Vail Van Station,Vail,QBF,-106.3666667,39.63333333,USA
Copper Mountain Van Station,Copper Mountain Van Station,QCE,-104.8833333,39.77222222,USA
Breckenridge Van Station,Breckenridge Van Station,QKB,-104.8833333,39.76944444,USA
Keystone Van Station,Keystone Van Station,QKS,-104.8861111,39.76666667,USA
Sault Ste Marie County Apt,Sault Ste Marie (US),SSM,-84.36666667,46.48333333,USA
Bapi,Bapi,BPD,147.0166667,-7.75,PNG
Bumi Hills,Bumi Hills,BZH,28.35,-16.81666667,ZWE
Kokoro,Kokoro,KOR,146.55,-7.816666667,PNG
Mindik,Mindik,MXK,147.6166667,-6.216666667,PNG
Omora,Omora,OSE,147.0833333,-7.833333333,PNG
Pindiu,Pindiu,PDI,147.5833333,-6.5,PNG
Sim,Sim,SMJ,146.8333333,-7.666666667,PNG
Shehdi,Shehdi,SQJ,36.25,12.78333333,ETH
Yeva,Yeva,YVD,146.1666667,-7.55,PNG
Odense Bus Station,Odense,ZIM,10.36666667,55.4,DNK
Beaver Creek Van Station,Vail,ZBV,-104.9666667,38.36666667,USA
Akieni,Akieni,AKE,13.91666667,-1.172222222,GAB
Carson City,Carson City,CSN,-119.7333333,39.2,USA
Dalgaranga,Dalgaranga,DGD,117.3138889,-27.83055556,AUS
Togiak Fish,Togiak Fish,GFB,-160.2944444,59.05,USA
The Hague,The Hague,HAG,4.291666667,52.15,NLD
St Tropez Heliport,St Tropez,JSZ,6.658333333,43.26388889,FRA
Lastourville,Lastourville,LTL,12.75,-0.833333333,GAB
Mitzic,Mitzic,MZC,11.56666667,0.783333333,GAB
Rastatt Bus Station,Rastatt Bus Station,ZRW,8.166666667,48.16666667,DEU
Doany,Doany,DOA,49.51666667,-14.36666667,MDG
Eldebba,Eldebba,EDB,31.25,18.25,SDN
King Khalid Mil. City,King Khalid Mil. City,KMC,45.52833333,27.90083333,SAU
Merowe,Merowe,MWE,31.83333333,18.45,SDN
Kharga,Kharga,UVL,30.58333333,25.48333333,EGY
Aripuana,Aripuana,AIR,-59.38333333,-10.25,BRA
Amazon Bay,Amazon Bay,AZB,149.3333333,-10.3,PNG
Castaway,Castaway,CST,177.1222222,-17.61944444,FJI
Cape Vogel,Cape Vogel,CVL,150.05,-9.7,PNG
Juruena,Juruena,JRN,-58.48888889,-10.30555556,BRA
Juara,Juara,JUA,-58.91666667,-12.83333333,BRA
Woergl Bus Station,Woergl Bus Station,QXZ,12.06666667,47.48333333,AUT
Semporna,Semporna,SMM,118.6,4.45,MYS
Sehulea,Sehulea,SXH,150.35,-10.21666667,PNG
Taos,Taos,TSM,-105.6666667,36.46666667,USA
Wedau,Wedau,WED,150.0833333,-10.1,PNG
Mongu,Mongu,MNR,23.15638889,-15.25527778,ZMB
St Genis Bus Station,St Genis Bus Station,QXK,6.016666667,46.25,FRA
Ratnagiri,Ratnagiri,RTC,73.31666667,17,IND
General Pico,General Pico,GPO,-63.75,-35.7,ARG
Margaret River,Margaret River,MQZ,115.0666667,-33.95,AUS
Fairmont,Fairmont,FRM,-94.41666667,43.65,USA
Mt Vernon,Mt Vernon,MVN,-88.86666667,38.31666667,USA
Ontong Java,Ontong Java,OTV,159.5258333,-5.5075,SLB
Goya,Goya,OYA,-59.25,-29.1,ARG
Linga Linga,Linga Linga,LGN,149.4166667,-5.683333333,PNG
Comitan,Comitan,CJT,-92.05,16.16666667,MEX
Aarhus Bus Service,Aarhus,ZID,10.21666667,56.15,DNK
Wangaratta,Wangaratta,WGT,146.3333333,-36.36666667,AUS
Wau (PG),Wau (PG),WUG,146.7166667,-7.333333333,PNG
Antwerp de Keyserlei Bus Station,Antwerp,ZAY,4.333333333,50.83333333,BEL
Coronel Suarez,Coronel Suarez,CSZ,-67.88333333,-37.43333333,ARG
Kasese,Kasese,KSE,30.10194444,0.185,UGA
Olavarria,Olavarria,OVR,-60.22777778,-36.88888889,ARG
Tres Arroyos,Tres Arroyos,OYO,-60.25,-38.36666667,ARG
Kelsterbach,Kelsterbach,QLH,8.533333333,50.06666667,DEU
Salmon Arm,Salmon Arm,YSN,-119.2333333,50.68333333,CAN
Edna Bay,Edna Bay,EDA,-133.6666667,55.95,USA
Maicao,Maicao,MCJ,-72.23333333,11.38333333,COL
Naukiti,Naukiti,NKI,-133.1833333,55.85555556,USA
Smith Cove,Smith Cove,SCJ,-132.3416667,55.4375,USA
Ugashik,Ugashik,UGS,-157.4,57.53333333,USA
Dean River,Dean River,YRD,-126.9666667,52.81666667,CAN
Chelinda,Chelinda,CEH,33.79805556,-10.55722222,MWI
Turin Bus Station,Turin,ZTC,7.666666667,45.05,ITA
Roma (US),Roma (US),FAL,-99.1375,26.58611111,USA
Fort Pierce,Fort Pierce,FPR,-80.36666667,27.48333333,USA
Trujillo (HN),Trujillo (HN),TJI,-85.86666667,15.96666667,HND
Brockville,Brockville,XBR,-75.75055556,44.63916667,CAN
Chatham,Chatham,XCM,-82.07666667,42.31,CAN
Pukatawagan,Pukatawagan,XPK,-101.4166667,55.8,CAN
Banff,Banff,YBA,-115.5666667,51.16666667,CAN
St Catharines,St Catharines,YCM,-79.16666667,43.2,CAN
La Tuque,La Tuque,YLQ,-72.78916667,47.40888889,CAN
Leaf Rapids,Leaf Rapids,YLR,-100,56.45,CAN
Smith Falls,Smith Falls,YSH,-75.93972222,44.94638889,CAN
Chute des Passes,Chute des Passes,YWQ,-71.25388889,49.88722222,CAN
White River,White River,YWR,-85.25,48.58333333,CAN
Gethsemani,Gethsemani,ZGS,-60.67472222,50.25972222,CAN
Omaha Millard Apt,Omaha,MIQ,-95.90277778,41.30277778,USA
Obidos,Obidos,OBI,-55.53333333,-1.866666667,BRA
Gol,Gol,GLL,9.05,60.78333333,NOR
St Georges de L'oyapock,St Georges de L'oyapock,OYP,-51.8,3.9,GUF
Pato Branco,Pato Branco,PTO,-52.66666667,-26.21666667,BRA
Porto de Moz,Porto de Moz,PTQ,-52.24444444,-1.738888889,BRA
Skwentna,Skwentna,SKW,-151.1880556,61.96472222,USA
Rio Dulce,Rio Dulce,LCF,-88.94777778,15.66777778,GTM
Selje Harbour,Selje Harbour,QFK,5.366666667,62.05,NOR
Maloy Harbour,Maloy Harbour,QFQ,5.1,61.95,NOR
Nanwalek,Nanwalek,KEB,-151.925,59.35222222,USA
Koh Kong,Koh Kong,KKZ,102.9666667,11.63333333,KHM
Pelly Bay Dewline Site Apt,Pelly Bay,YUF,-89.85,68.88333333,CAN
Nkayi,Nkayi,NKY,14.26666667,-4.116666667,COG
Beles,Beles,PWI,36.41666667,11.33333333,ETH
Holstebro Bus Station,Holstebro Bus Station,QWO,8.633333333,56.35,DNK
Struer Bus Station,Struer Bus Station,QWQ,8.616666667,56.48333333,DNK
Cutral,Cutral,CUT,-69.25,-38.96666667,ARG
Mundulkiri,Mundulkiri,MWV,107.1908333,12.46055556,KHM
Chandalar,Chandalar,WCR,-148.5,67.5,USA
Mercedes,Mercedes,MDX,-58.08333333,-29.21694444,ARG
Paf Warren,Paf Warren,PFA,-156.8375,58.68138889,USA
Parsons,Parsons,PPF,-95.5,37.33333333,USA
Red Dog,Red Dog,RDB,-162.9086111,68.02833333,USA
St Yan,St Yan,SYT,4.021111111,46.40638889,FRA
Wondoola,Wondoola,WON,140.9166667,-18.66666667,AUS
Kukundu,Kukundu,KUE,156.95,-8.016666667,SLB
Sesriem,Sesriem,SZM,15.83333333,-24.58333333,NAM
Barakoma,Barakoma,VEV,156.7,-7.916666667,SLB
Bertoua,Bertoua,BTA,13.71666667,4.55,CMR
N'djole,N'djole,KDJ,10.75,-0.25,GAB
Monte Alegre,Monte Alegre,MTE,-54.06666667,-2.016666667,BRA
Plettenberg Bay,Plettenberg Bay,PBZ,23.31666667,-34.08333333,ZAF
Puerto la Victoria,Puerto la Victoria,PCJ,-57.92861111,-22.28277778,PRY
Kilwa,Kilwa,KIY,39.48333333,-8.916666667,TZA
Manassas,Manassas,MNZ,-77.51666667,38.71666667,USA
Chichen Itza,Chichen Itza,CZA,-88.56666667,20.66666667,MEX
Malelane,Malelane,LLE,31.56666667,-25.46666667,ZAF
Ghent,Ghent,GNE,3.716666667,51.05,BEL
Kortrijk,Kortrijk,KJK,3.204722222,50.81722222,BEL
Cudal,Cudal,CUG,148.7666667,-33.26666667,AUS
Ebadon,Ebadon,EBN,166.8,9.333333333,MHL
Mitspeh Ramon,Mitspeh Ramon,MIP,34.8,30.65,ISR
Kangaatsiaq,Kangaatsiaq,QPW,-53.46027778,68.31277778,GRL
Siegen,Siegen,SGE,8.033333333,50.86666667,DEU
San Felipe,San Felipe,SNF,-68.75388889,10.28027778,VEN
Atsugi,Atsugi,NJA,139.45,35.45,JPN
Santo Antao,Santo Antao,NTO,-25.16666667,17.05,CPV
Rabi,Rabi,RBI,178.9166667,-17.03333333,FJI
Hateruma,Hateruma,HTR,123.7833333,24.05,JPN
Taramajima,Taramajima,TRA,124.7,24.65,JPN
Szczecin Bus Station,Szczecin Bus Station,ZFX,14.56666667,53.43333333,POL
Boussaada,Boussaada,BUJ,4.2,35.33333333,DZA
Volgodonsk,Volgodonsk,VLK,42.08333333,47.68333333,RUS
Jenpeg,Jenpeg,ZJG,-97.66666667,54.6,CAN
Umiat,Umiat,UMT,-152.1333333,69.36666667,USA
Katowice Bus Station,Katowice Bus Station,ZFY,19,50.25,POL
Baltrum,Baltrum,BMR,7.383333333,53.73333333,DEU
Doncaster,Doncaster,DCS,-1,53.46666667,GBR
Geva,Geva,GEF,156.5972222,-7.577777778,SLB
Chigorodo,Chigorodo,IGO,-76.69472222,7.685,COL
Mompos,Mompos,MMP,-74.43333333,9.25,COL
Puerto Berrio,Puerto Berrio,PBE,-74.48333333,6.483333333,COL
Inta,Inta,INA,60.1,66.06666667,RUS
Cube Cove,Cube Cove,CUW,-133.7666667,58.35,USA
Caprivi,Caprivi,LHU,23.39166667,-18.11555556,NAM
Rosh Pina,Rosh Pina,RHN,16.7,-27.96666667,NAM
Fuerte Olimpo,Fuerte Olimpo,OLK,-57.88277778,-21.04583333,PRY
Parnaiba,Parnaiba,PHB,-41.73111111,-2.893333333,BRA
Puas,Puas,PUA,150.2333333,-2.4,PNG
Rangely,Rangely,RNG,-108.7605556,40.09472222,USA
Karlovy Vary Bus Station,Karlovy Vary Bus Station,ZIK,12.86388889,50.23027778,CZE
Ban Mak Khaeng,Ban Mak Khaeng,BAO,102.7833333,17.38333333,THA
Fasa,Fasa,FAZ,54.54722222,28.89277778,IRN
Gecitkale,Gecitkale,GEC,33.72,35.23611111,CYP
Roosevelt Roads,Roosevelt Roads,NRR,-65.63333333,18.25,PRI
Bialla,Bialla,BAA,119.7433333,5.045555556,PNG
Debepare,Debepare,DBP,141.9,-6.283333333,PNG
Mougulu,Mougulu,GUV,142.4166667,-6.283333333,PNG
Ottawa Bus Station,Ottawa Bus Station,XGE,-75.695,45.40888889,CAN
Rioja,Rioja,RIJ,-77.15,-6.05,PER
Vatomandry,Vatomandry,VAT,48.95,-19.38333333,MDG
Mahanoro,Mahanoro,VVB,48.8,-19.83333333,MDG
Ottawa Bus Station,Ottawa,XHG,-75.71666667,45.86666667,CAN
Eureka,Eureka,EUE,-115.9666667,39.51666667,USA
Petersons Point,Petersons Point,PNF,-156.8430556,58.68416667,USA
Beatty,Beatty,BTY,-116.7833333,36.85277778,USA
Makoua,Makoua,MKJ,15.58333333,-0.016666667,COG
Horsens Bus Station,Horsens Bus Station,ZIL,9.881111111,55.87194444,DNK
Hohenems/Dornbirn,Hohenems/Dornbirn,HOH,9.699722222,47.38444444,AUT
Pitalito,Pitalito,PTX,-76.03333333,1.85,COL
Davis Inlet,Davis Inlet,YDI,-60.95,55.93333333,CAN
Cauquira,Cauquira,CDD,-83.60277778,15.32222222,HND
Tampere Bus Station,Tampere Bus Station,XTP,23.76944444,61.49277778,FIN
Ekibastuz,Ekibastuz,EKB,75.21666667,51.58333333,KAZ
El Palomar,El Palomar,EPA,-58.6125,-34.61,ARG
Ploiesti Bus Station,Ploiesti Bus Station,QPL,26.01666667,44.95,ROU
Turbo,Turbo,TRB,-76.73333333,8.1,COL
Brasov Bus Station,Brasov Bus Station,XHV,25.98333333,45.98333333,ROU
Sam Neua,Sam Neua,NEU,104.0666667,20.41666667,LAO
Namsang,Namsang,NMS,97.75,20.88333333,MMR
Cannes Vieux Port Ferry,Cannes,QYW,7.016666667,43.55,FRA
Sayaboury,Sayaboury,ZBY,101.7333333,19.23333333,LAO
Kempsey,Kempsey,KPS,152.7666667,-31.06666667,AUS
St Tropez Harbour,St Tropez Harbour,XPZ,6.633333333,43.26666667,FRA
April River,April River,APR,142.4333333,-4.3,PNG
Nomad River,Nomad River,NOM,142.1166667,-6.65,PNG
Phongsaly,Phongsaly,PCQ,101.9058333,21.64583333,LAO
Phoenix Scottsdale Municipal Apt,Phoenix,SCF,-111.9333333,33.5,USA
Vivigani,Vivigani,VIV,150.3166667,-9.3,PNG
Biloela,Biloela,ZBL,150.5,-24.4,AUS
Mvuu Camp,Mvuu Camp,VUU,35.3,-14.83333333,MWI
Lemwerder,Lemwerder,XLW,8.617777778,53.13527778,DEU
Soroako,Soroako,SQR,120.75,-2.566666667,IDN
San Ignacia,San Ignacia,SQS,-89.01,17.18611111,BLZ
Jilin,Jilin,JIL,126.65,43.86666667,CHN
Yotvata,Yotvata,YOT,35.06666667,29.9,ISR
Bislig,Bislig,BPH,126.3333333,8.2,PHL
Ischia,Ischia,ISH,13.94083333,40.74444444,ITA
Capri,Capri,PRJ,14.24194444,40.55694444,ITA
Sorrento,Sorrento,RRO,14.37694444,40.63,ITA
Procida,Procida,ZJJ,14.03333333,40.76666667,ITA
Albacete,Albacete,ABC,-1.863611111,38.94861111,ESP
Naples Beverello Harbour,Naples (IT),ZMF,14.26361111,40.83944444,ITA
Aleneva,Aleneva,AED,-152.9,58.03333333,USA
Harrisburg Skyport Apt,Harrisburg,HAR,-76.86666667,40.26666667,USA
Natuashish,Natuashish,YNP,-61.18444444,55.91388889,CAN
Brande Bus Station,Brande Bus Station,ZMW,9.116666667,55.95,DNK
Herning Bus Station,Herning Bus Station,ZRY,8.966666667,56.13333333,DNK
Brack,Brack,BCQ,14.25,27.68333333,LBY
Tau,Tau,TAV,-169.5,-14.25,ASM
Nampula (MZ) 00,Nampula (MZ) 00,LFB,40.66666667,-15.03333333,MOZ
Berdyansk,Berdyansk,ERD,36.78333333,46.73333333,UKR
Reconquista,Reconquista,RCQ,-59.7,-29.18333333,ARG
Hartsville,Hartsville,HVS,-80.11666667,34.4,USA
Suzhou,Suzhou,SZV,120.6333333,31.3,CHN
Underkhaan,Underkhaan,UNR,110.6666667,47.31666667,MNG
Mangrove Cay,Mangrove Cay,MAY,-77.66666667,24.21666667,BHS
Porgera,Porgera,RGE,143.1166667,-5.483333333,PNG
Anggi,Anggi,AGD,133.8666667,-1.383333333,IDN
Amahai,Amahai,AHI,128.9166667,-3.333333333,IDN
Ayawasi,Ayawasi,AYW,132.5,-1.2,IDN
Bade,Bade,BXD,139.5833333,-7.166666667,IDN
Batom,Batom,BXM,139.6,-2.283333333,IDN
Dabra,Dabra,DRH,138.5666667,-3.25,IDN
Ewer,Ewer,EWE,138.0666667,-5.483333333,IDN
Enarotali,Enarotali,EWI,136.3666667,-3.933333333,IDN
Numfoor,Numfoor,FOO,134.8666667,-0.933333333,IDN
Gebe,Gebe,GEB,129.3333333,-0.083333333,IDN
Galela,Galela,GLX,127.8333333,-2.183333333,IDN
Illaga,Illaga,ILA,137.5833333,-3.833333333,IDN
Inanwatan,Inanwatan,INX,132.1666667,-2.133333333,IDN
Ilu,Ilu,IUL,138.0833333,-3.75,IDN
Karubaga,Karubaga,KBF,138.3333333,-3.75,IDN
Kambuaya,Kambuaya,KBX,132.25,-1,IDN
Kepi,Kepi,KEI,139.3833333,-6.666666667,IDN
Kebar,Kebar,KEQ,133.1166667,-0.633333333,IDN
Kimam,Kimam,KMM,138.9,-7.966666667,IDN
Karimui,Karimui,KMR,144.8333333,-6.5,PNG
Yasuru,Yasuru,KSX,146.1833333,-6.6,PNG
Mulia,Mulia,LII,136.1666667,-3.166666667,IDN
Mindiptana,Mindiptana,MDP,140.7166667,-5.883333333,IDN
Sinak,Sinak,NKD,137.85,-3.833333333,IDN
Bintuni,Bintuni,NTI,133.5166667,-2.1,IDN
Oksibil,Oksibil,OKL,140.6305556,-4.908333333,IDN
Okaba,Okaba,OKQ,139.7,-8.1,IDN
Moanamani,Moanamani,ONI,136.0833333,-3.983333333,IDN
Merdey,Merdey,RDE,133.3333333,-1.583333333,IDN
Roti,Roti,RTI,123.3666667,-10.48333333,IDN
Sawu,Sawu,SAU,121.9,-10.5,IDN
Baghdad International Apt,Baghdad,SDA,44.23444444,33.2625,IRQ
Tolitoli,Tolitoli,TLI,120.8166667,1.033333333,IDN
Tanahmerah,Tanahmerah,TMH,140.2833333,-6.083333333,IDN
Zugapa,Zugapa,UGU,137.0333333,-3.733333333,IDN
Buol,Buol,UOL,121.4333333,1.166666667,IDN
Wahai,Wahai,WBA,129.4833333,-2.816666667,IDN
Wagethe,Wagethe,WET,136.2666667,-4.05,IDN
Wasior,Wasior,WSR,134.5,-2.766666667,IDN
Senggo,Senggo,ZEG,139.3666667,-5.983333333,IDN
Serui,Serui,ZRI,136.2333333,-1.416666667,IDN
Sarmi,Sarmi,ZRM,138.7666667,-1.883333333,IDN
Borotou,Borotou,BRZ,10.21277778,45.53194444,CIV
Lamerd,Lamerd,LFM,53.18805556,27.37305556,IRN
Mount Vernon,Mount Vernon,MVW,-122.3333333,48.41666667,USA
Rockford Park & Ride Bus Station,Rockford,ZRF,-89.1,42.20277778,USA
Attu,Attu,QGQ,-53.61722222,67.94111111,GRL
Kitsissuarsuit,Kitsissuarsuit,QJE,-53.12527778,68.85611111,GRL
Ikamiut,Ikamiut,QJI,-51.835,68.63222222,GRL
Niaqornaarsuk,Niaqornaarsuk,QMK,-52.88333333,68.25,GRL
Ikerasaarsuk,Ikerasaarsuk,QRY,-53.44166667,68.14111111,GRL
Saqqaq,Saqqaq,QUP,-51.93222222,70.01194444,GRL
Al Kharj,Al Kharj,AKH,47.58055556,24.06333333,SAU
El Maiten,El Maiten,EMX,-71.15555556,-42.06805556,ARG
Antique,Antique,EUQ,121.9416667,10.775,PHL
Miramar,Miramar,MJR,-57.85,-38.26666667,ARG
Makkah Bus Station,Makkah Bus Station,QCA,39.81666667,21.43333333,SAU
Rio Mayo,Rio Mayo,ROY,-70.25861111,-45.70472222,ARG
West Wyalong,West Wyalong,WWY,147.1913889,-33.93722222,AUS
Zhongshan,Zhongshan,ZGN,113.3427778,22.52111111,CHN
Lianhuashan,Lianhuashan,ZIY,113.5,22.96666667,CHN
Humen,Humen,ZTI,113.6105556,22.81694444,CHN
Shekou,Shekou,ZYK,113.9136111,22.47777778,CHN
Neryungri,Neryungri,NER,124.9030556,56.91138889,RUS
Havana (CU) 00,Havana (CU) 00,UPB,-82.57944444,23.03277778,CUB
Nachingwea,Nachingwea,NCH,38.8,-10.36666667,TZA
Barretos,Barretos,BAT,-48.59527778,-20.585,BRA
Jiroft,Jiroft,JYR,57.67027778,28.7275,IRN
Traralgon,Traralgon,TGN,146.5333333,-38.2,AUS
Jumeirah Beach Dubai Bus Station,Jumeirah Beach Dubai Bus Station,ZXZ,55.46666667,25.41666667,ARE
Cayo Las Brujas,Cayo Las Brujas,BWW,-79.14722222,22.62138889,CUB
Aioun el Atrouss,Aioun el Atrouss,AEO,-9.65,16.7,MRT
Hivaro,Hivaro,HIT,143.0569444,-6.941944444,PNG
Herlong,Herlong,AHC,-120.1333333,40.15,USA
Canobie,Canobie,CBY,140.9166667,-19.63333333,AUS
Chingola,Chingola,CGJ,27.86666667,-12.53333333,ZMB
Olomouc,Olomouc,OLO,17.20833333,49.58833333,CZE
Natitingou,Natitingou,NAE,1.366666667,10.31666667,BEN
Parakou,Parakou,PKO,2.616666667,9.35,BEN
Puttaparthi,Puttaparthi,PUT,77.78333333,14.13333333,IND
Oak Harbor,Oak Harbor,ODW,-122.6166667,48.28333333,USA
Videira,Videira,VIA,-51.13611111,-27.00833333,BRA
Chillan,Chillan,YAI,-72.03333333,-36.56666667,CHL
Chlef,Chlef,CFK,1.331666667,36.21277778,DZA
Kamphangsaen,Kamphangsaen,KDT,99.91666667,14.1,THA
Araak,Araak,AJK,49.85,34.13333333,IRN
Bielefeld,Bielefeld,BFE,8.544722222,51.96472222,DEU
Eisenach,Eisenach,EIB,10.47277778,50.99277778,DEU
Neumunster,Neumunster,EUM,9.941944444,54.07972222,DEU
Karlsruhe Bus Station,Karlsruhe/Baden-Baden,XET,8.400555556,48.99166667,DEU
Siegburg,Siegburg,ZPY,7.2,50.8,DEU
Bangkok Suvarnabhumi International Apt,Bangkok,NBK,100.7488889,13.68583333,THA
Kauehi,Kauehi,KHZ,-145.1241667,-15.78083333,PYF
Katiu,Katiu,KXU,-144.4030556,-16.33944444,PYF
Telegraph Harbour,Telegraph Harbour,YBQ,-123.65,48.98333333,CAN
Avu Avu,Avu Avu,AVU,160.3836111,-9.841388889,SLB
Elorza,Elorza,EOZ,-69.49666667,7.059722222,VEN
Guasdualito,Guasdualito,GDO,-70.75638889,7.211111111,VEN
Langley,Langley,YLY,-121.5683333,50.24472222,CAN
Chandler Williams AFB,Chandler,CHD,-111.9,33.31944444,USA
Duncan,Duncan,DUQ,-123.7097222,48.75472222,CAN
Pikwitonei,Pikwitonei,PIW,-97.16361111,55.58944444,CAN
Courtenay,Courtenay,YCA,-124.9811111,49.67916667,CAN
Burns Lake,Burns Lake,YPZ,-125.7666667,54.23333333,CAN
Thicket Portage,Thicket Portage,YTD,-97.70722222,55.31888889,CAN
Houston Bus Station,Houston Bus Station,ZHO,-126.6666667,54.39444444,CAN
Port Harcourt City,Port Harcourt City,PHG,7.021111111,4.845277778,NGA
Khatgal,Khatgal,HTM,100.1666667,50.45,MNG
Mandalgobi,Mandalgobi,MXW,106.2833333,45.76666667,MNG
Tosontsengel,Tosontsengel,TNZ,98.29611111,48.73833333,MNG
Baruun-urt,Baruun-urt,UUN,113.2852778,46.66027778,MNG
Opapamiska Lake,Opapamiska Lake,YBS,-90.37694444,52.60666667,CAN
Charlottetown (CA) NL,Charlottetown (CA) NL,YHG,-56.1125,52.76611111,CAN
Tarcoola,Tarcoola,TAQ,134.55,-30.68333333,AUS
Port Klang,Port Klang,XPQ,101.3933333,2.988888889,MYS
Tanjung Pelepas Ferry Port,Tanjung Pelepas Ferry Port,ZJT,103.55,1.35,MYS
Santa Ana,Santa Ana (BO),SBL,-65.43472222,-13.7625,BOL
South Andros,South Andros,TZN,-77.58333333,24.23333333,BHS
Carti,Carti,CTE,-79.1,9.316666667,PAN
Livramento,Livramento,LVB,-55.31666667,-3.3,BRA
Guantanamo Nas,Guantanamo,NBW,-75.20527778,19.90666667,CUB
Tupile,Tupile,TUE,-78.36666667,9.25,PAN
New York 39th St Ferry,New York 39th St Ferry,XNY,-74,40.75,USA
Berezovo,Berezovo,EZV,65.03055556,63.92111111,RUS
Igrim,Igrim,IRM,64.44138889,63.19722222,RUS
Sirri Island,Sirri Island,SXI,54.54166667,25.90833333,IRN
Talasea,Talasea,TLW,150.0116667,-5.276111111,PNG
Achinsk,Achinsk,ACS,90.57194444,56.26972222,RUS
Sovetskaya Gavan,Sovetskaya Gavan,GVN,140,48,RUS
Lages,Lages,LAJ,-50.31666667,-27.8,BRA
Novgorod,Novgorod,NVR,31.37583333,58.62305556,RUS
Sumy,Sumy,UMY,34.78333333,50.93333333,UKR
Cuxhaven,Cuxhaven,FCN,8.658611111,53.76777778,DEU
Pailin,Pailin,PAI,102.5833333,12.85,KHM
Ruidoso,Ruidoso,RUI,-105.5833333,33.41666667,USA
