Name,City,Code,x,y,ISO3
La Florida,La Serena,LSC,-71.199522,-29.916233,CHL
La Crosse Municipal,La Crosse,LSE,-91.256711,43.878986,USA
Lawson Aaf,Fort Benning,LSF,-84.991283,32.337322,USA
Lashio,Lashio,LSH,97.752183,22.977881,MMR
Sumburgh,Sumburgh,LSI,-1.295556,59.878889,GBR
Josefa Camejo,Paraguana,LSP,-70.151497,11.780775,VEN
Maria Dolores,Los Angeles,LSQ,-72.425444,-37.401731,CHL
Terre-de-Haut Airport,Les Saintes,LSS,-61.5806,15.8644,GLP
Launceston,Launceston,LST,147.214167,-41.545278,AUS
Nellis Afb,Las Vegas,LSV,-115.034253,36.236197,USA
Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,LSW,96.950342,5.226681,IDN
Lismore Airport,Lismore,LSY,153.26,-28.8303,AUS
Losinj Airport,Mali Losinj,LSZ,14.2335,44.3357,HRV
Tzaneen,Tzaneen,LTA,30.329306,-23.824417,ZAF
Ghadames East,Ghadames,LTD,9.715305,30.151695,LBY
Altai Airport,Altai,LTI,96.2211,46.3764,MNG
Bassel Al Assad Intl,Latakia,LTK,35.948681,35.401094,SYR
Lethem,Lethem,LTM,-59.789439,3.372761,GUY
Luton,London,LTN,-0.368333,51.874722,GBR
Loreto Intl,Loreto,LTO,-111.348361,25.989194,MEX
Le Touquet Paris Plage,Le Tourquet,LTQ,1.620587,50.517385,FRA
Altus Afb,Altus,LTS,-99.266681,34.667067,USA
La MÃ´le Airport,La MÃ´le,LTT,6.482,43.2054,FRA
Latur Airport,Latur,LTU,76.465,18.411944,IND
Cotopaxi International Airport,Latacunga,LTX,-78.3657,-0.5425,ECU
Lukla,Lukla,LUA,86.731389,27.687778,NPL
Luderitz Airport,Luderitz,LUD,15.2429,-26.6874,NAM
Luke Afb,Phoenix,LUF,-112.38306,33.535,USA
Lugano,Lugano,LUG,8.910578,46.004275,CHE
Ludhiana,Ludhiaha,LUH,75.952592,30.854681,IND
Cincinnati Muni Lunken Fld,Cincinnati,LUK,-84.418611,39.103333,USA
Mangshi Airport,Luxi,LUM,98.5317,24.4011,CHN
Lusaka Intl,Lusaka,LUN,28.452628,-15.330817,ZMB
Luena,Luena,LUO,19.897672,-11.768086,AGO
Kalaupapa Airport,Molokai,LUP,-156.974,21.211,USA
San Luis,San Luis,LUQ,-66.356422,-33.273192,ARG
Cape Lisburne Lrrs,Cape Lisburne,LUR,-166.110022,68.875133,USA
Dumatubun Airport,Langgur-Kei Islands,LUV,132.731431,-5.661619,IDN
Bubung,Luwuk,LUW,122.771906,-1.038919,IDN
Luxembourg,Luxemburg,LUX,6.211517,49.626575,LUX
Lublin,Lublin,LUZ,22.714083,51.239333,POL
Entrammes,Laval,LVA,-0.742986,48.031361,FRA
Livingstone,Livingstone,LVI,25.822692,-17.821756,ZMB
Livermore Municipal,Livermore,LVK,-121.49133,37.41362,USA
Mission Field Airport,Livingston-Montana,LVM,-110.4483056,45.6993889,USA
Laverton Airport,Laverton,LVO,122.424,-28.6136,AUS
Bom Futuro Airport,Lucas do Rio Verde,LVR,-55.910833,-13.05,BRA
Las Vegas Muni,Las Vegas,LVS,-105.142389,35.654222,USA
South Haven Area Regional Airport,South Haven,LWA,-86.2556389,42.3511944,USA
Greenbrier Valley Airport,Lewisburg,LWB,-80.399444,37.858333,USA
Lawrence Municipal,Lawrence,LWC,-95.2175,39.009167,USA
Lerwick / Tingwall Airport,Lerwick,LWK,-1.24361,60.1922,GBR
Lawrence Municipal Airport,Lawrence,LWM,-71.1234167,42.7171944,USA
Gyumri,Gyumri,LWN,43.859342,40.750369,ARM
Lviv Intl,Lvov,LWO,23.956111,49.8125,UKR
Leeuwarden,Leeuwarden,LWR,5.760556,53.228611,NLD
Lewiston Nez Perce Co,Lewiston,LWS,-117.015389,46.3745,USA
Lewistown Municipal Airport,Lewistown,LWT,-109.467,47.0493,USA
Lawas Airport,Lawas,LWY,115.408,4.84917,MYS
Lhasa-Gonggar,Lhasa,LXA,90.911944,29.297778,CHN
Luang Namtha,Luang Namtha,LXG,101.4025,20.960556,LAO
Luxor Intl,Luxor,LXR,32.706583,25.671028,EGY
Limnos,Limnos,LXS,25.236308,39.917072,GRC
Mexia - Limestone County Airport,Mexia,LXY,-96.5144594,31.6411783,USA
Luoyang Airport,Luoyang,LYA,112.28,34.41,CHN
Edward Bodden Airfield,Little Cayman,LYB,-80.09083333,19.65916667,CYM
Lycksele,Lycksele,LYC,18.716219,64.548322,SWE
Lyneham,Lyneham,LYE,-1.993428,51.505144,GBR
Lianyungang Airport,Lianyungang,LYG,119.25,34.55,CHN
Lynchburg Regional Preston Glenn Field,Lynchburg,LYH,-79.2004,37.3267,USA
Shubuling Airport,Linyi,LYI,118.412,35.0461,CHN
Ashford,Lympne,LYM,1.016667,51.083333,GBR
Bron,Lyon,LYN,4.944275,45.727172,FRA
Faisalabad Intl,Faisalabad,LYP,72.994842,31.365014,PAK
Longyear,Svalbard,LYR,15.465556,78.246111,NOR
Saint Exupery,Lyon,LYS,5.090833,45.726387,FRA
Lady Elliot Island,Lady Elliot Island,LYT,152.715278,-24.113333,AUS
Ely Municipal,Ely,LYU,-91.830833,47.824444,USA
Lydd,Lydd,LYX,0.939167,50.956111,GBR
Lazaro Cardenas,Lazard Cardenas,LZC,-102.220525,18.001731,MEX
Bailian Airport,Liuzhou,LZH,109.391,24.2075,CHN
Matsu Nangan Airport,Matsu Islands,LZN,119.958,26.1598,TWN
Luzhou Airport,Luzhou,LZO,105.393,28.8522,CHN
Lizard Island Airport,Lizard Island,LZR,145.454444,-14.673056,AUS
Gwinnett County Airport-Briscoe Field,Lawrenceville,LZU,-83.9623772,33.9780761,USA
Nyingchi Airport,Nyingchi,LZY,94.3353,29.3033,CHN
Chennai Intl,Madras,MAA,80.180517,12.994414,IND
Maraba,Maraba,MAB,-49.138025,-5.368589,BRA
Barajas,Madrid,MAD,-3.566764,40.493556,ESP
Madera Municipal Airport,Madera,MAE,-120.1124444,36.9886111,USA
Midland Intl,Midland,MAF,-102.201914,31.942528,USA
Madang,Madang,MAG,145.7887,-5.207083,PNG
Menorca,Menorca,MAH,4.218647,39.862597,ESP
Marshall Islands Intl,Majuro,MAJ,171.272022,7.064758,MHL
Malakal,Malakal,MAK,31.652242,9.558969,SDN
General Servando Canales Intl,Matamoros,MAM,-97.525311,25.769894,MEX
Manchester,Manchester,MAN,-2.27495,53.353744,GBR
Eduardo Gomes Intl,Manaus,MAO,-60.049721,-3.038611,BRA
Mae Sot Airport,Tak,MAQ,98.545056,16.699856,THA
La Chinita Intl,Maracaibo,MAR,-71.727856,10.558208,VEN
Momote Airport,Momote,MAS,147.424,-2.06189,PNG
Tshimpi Airport,Matadi,MAT,13.4404,-5.79961,COD
Maupiti,Maupiti,MAU,-152.243669,-16.426486,PYF
Maloelap Island Airport,Maloelap Island,MAV,171.23,8.70444,MHL
Ouro Sogui Airport,Matam,MAX,-13.322778,15.593611,SEN
Eugenio Maria De Hostos,Mayaguez,MAZ,-67.148472,18.255694,PRI
Mombasa Moi Intl,Mombasa,MBA,39.59425,-4.034833,KEN
Mmabatho International Airport,Mafeking,MBD,25.548028,-25.798444,ZAF
Monbetsu,Monbetsu,MBE,143.404028,44.303914,JPN
Maryborough Airport,Maryborough,MBH,152.715,-25.5133,AUS
Sangster Intl,Montego Bay,MBJ,-77.913358,18.503717,JAM
Manistee County-Blacker Airport,Manistee,MBL,-86.246944,44.2725,USA
Mbs Intl,Saginaw,MBS,-84.079647,43.532913,USA
Masbate Airport,Masbate,MBT,123.629,12.3694,PHL
Babanakira Airport,Mbambanakira,MBU,159.839,-9.7475,SLB
Melbourne Moorabbin,Melbourne,MBW,145.102222,-37.975833,AUS
Maribor,Maribor,MBX,15.686131,46.479861,SVN
Maues Airport,Maues,MBZ,-57.718611,-3.383611,BRA
Mc Clellan Afld,Sacramento,MCC,-121.400611,38.667639,USA
Mackinac Island Airport,Mackinac Island,MCD,-84.637344,45.8649344,USA
Merced Municipal Airport,Merced,MCE,-120.513889,37.284722,USA
Macdill Afb,Tampa,MCF,-82.521214,27.849339,USA
McGrath Airport,Mcgrath,MCG,-155.606,62.9529,USA
General Manuel Serrano,Machala,MCH,-79.961572,-3.268903,ECU
Kansas City Intl,Kansas City,MCI,-94.713905,39.297606,USA
McCook Regional Airport,McCook,MCK,-100.592222,40.206389,USA
McKinley National Park Airport,McKinley Park,MCL,-148.91129,63.732757,USA
Monaco,Monaco,MCM,7.41666666,43.73333333,MCO
Middle Georgia Rgnl,Macon,MCN,-83.649211,32.69285,USA
Orlando Intl,Orlando,MCO,-81.308994,28.429394,USA
Macapa,Macapa,MCP,-51.072178,0.050664,BRA
Seeb Intl,Muscat,MCT,58.284444,23.593278,OMN
Domerat,Montlucon,MCU,2.570486,46.352525,FRA
McArthur River Mine Airport,McArthur River Mine,MCV,136.084,-16.4425,AUS
Mason City Municipal,Mason City,MCW,-93.4067,43.2247,USA
Uytash,Makhachkala,MCX,47.652294,42.816822,RUS
Sunshine Coast,Maroochydore,MCY,153.091111,-26.603333,AUS
Zumbi Dos Palmares,Maceio,MCZ,-35.791678,-9.510808,BRA
Sam Ratulangi,Manado,MDC,124.925878,1.549447,IDN
Jose Maria Cordova,Rio Negro,MDE,-75.423119,6.164536,COL
Mudanjiang,Mudanjiang,MDG,129.568889,44.523889,CHN
Makurdi,Makurdi,MDI,8.613939,7.703883,NGA
Mbandaka,Mbandaka,MDK,18.288744,0.0226,COD
Mandalay Intl,Mandalay,MDL,95.977928,21.702156,MMR
El Jaguel / Punta del Este Airport,Maldonado,MDO,-54.917,-34.917,URY
Mar Del Plata,Mar Del Plata,MDQ,-57.573333,-37.934167,ARG
Middle Caicos Airport,Middle Caicos,MDS,-71.817,21.833,TCA
Harrisburg Intl,Harrisburg,MDT,-76.763403,40.193494,USA
Mendi Airport,Mendi,MDU,143.657,-6.14774,PNG
Chicago Midway Intl,Chicago,MDW,-87.752417,41.785972,USA
Midway Atoll,Midway,MDY,-177.380636,28.201725,UMI
El Plumerillo,Mendoza,MDZ,-68.792856,-32.831717,ARG
Banks Airport,Swans Island,ME5,-68.4281667,44.1653889,USA
MacaÃ© Airport,MacaÃ©,MEA,-41.766,-22.343,BRA
Melbourne Essendon,Melbourne,MEB,144.901944,-37.728056,AUS
Eloy Alfaro Intl,Manta,MEC,-80.678808,-0.946078,ECU
Prince Mohammad Bin Abdulaziz,Madinah,MED,39.705061,24.553422,SAU
Mare,Mare,MEE,168.037508,-21.481678,NCL
Malanje,Malanje,MEG,16.312406,-9.525086,AGO
Mehamn,Mehamn,MEH,27.826667,71.029722,NOR
Key Field,Meridian,MEI,-88.751868,32.332624,USA
Bassatine,Meknes,MEK,-5.515125,33.879067,MAR
Melbourne Intl,Melbourne,MEL,144.843333,-37.673333,AUS
Memphis Intl,Memphis,MEM,-89.976667,35.042417,USA
Brenoux,Mende,MEN,3.532819,44.502108,FRA
Castle,Merced,MER,-120.568189,37.380481,USA
Polonia,Medan,MES,98.671722,3.558056,IDN
Licenciado Benito Juarez Intl,Mexico City,MEX,-99.072097,19.436303,MEX
Meghauli Airport,Meghauli,MEY,84.233,27.583,NPL
Messina,Musina,MEZ,26.908978,-25.704458,ZAF
Mafia,Mafia Island,MFA,39.665,-7.913889,TZA
Mansfield Lahm Regional,Mansfield,MFD,-82.5166389,40.8214167,USA
Mc Allen Miller Intl,Mcallen,MFE,-98.238611,26.175833,USA
Muzaffarabad,Muzaffarabad,MFG,73.508639,34.339022,PAK
Marshfield Municipal Airport,Marshfield,MFI,-90.1893267,44.6368797,USA
Moala Airport,Moala,MFJ,179.951,-18.5667,FJI
Matsu Beigan Airport,Matsu Islands,MFK,120.00275,26.224153,TWN
Macau Intl,Macau,MFM,113.591558,22.149556,MAC
Milford Sound Airport,Milford Sound,MFN,167.92333,-44.67333,NZL
Maradi,Maradi,MFQ,7.126753,13.502531,NER
Rogue Valley Intl Medford,Medford,MFR,-122.8735,42.374228,USA
Machu Pichu Airport,Machu Pichu,MFT,-72.5667,-13.1167,PER
Mfuwe,Mfuwe,MFU,31.936581,-13.258878,ZMB
Meribel Airport,Ajaccio,MFX,6.58056,45.4069,FRA
Managua Intl,Managua,MGA,-86.168178,12.141494,NIC
Mount Gambier Airport,Mount Gambier,MGB,140.785,-37.7456,AUS
Michigan City Municipal Airport,Michigan City,MGC,-86.8211,41.7033,USA
Dobbins Arb,Marietta,MGE,-84.516319,33.915382,USA
Regional De Maringa Silvio Name Junior,Maringa,MGF,-52.016406,-23.476392,BRA
Margate,Margate,MGH,30.343019,-30.857408,ZAF
Orange County Airport,Montgomery,MGJ,-74.2646444,41.5099884,USA
Monchengladbach,Moenchengladbach,MGL,6.504494,51.230356,DEU
Montgomery Regional Airport,MONTGOMERY,MGM,-86.3939722,32.3006389,USA
Baracoa,Magangue,MGN,-74.846092,9.284739,COL
Aden Adde International Airport,Mogadishu,MGQ,45.3047,2.01444,SOM
Moultrie Municipal Airport,Moultrie,MGR,-83.80325,31.0849167,USA
Mangaia Island Airport,Mangaia Island,MGS,-157.905,-21.8956,COK
Milingimbi Airport,Milingimbi,MGT,134.894,-12.0944,AUS
Morgantown Muni Walter L Bill Hart Fld,Morgantown,MGW,-79.916314,39.642908,USA
Dayton-Wright Brothers Airport,Dayton,MGY,-84.2248611,39.5889722,USA
Myeik,Myeik,MGZ,98.621478,12.439797,MMR
Mahdia Airport,Mahdia,MHA,-59.15,5.266667,GUY
Mashhad,Mashhad,MHD,59.643,36.234,IRN
Mannheim City,Mannheim,MHG,8.514264,49.472706,DEU
Marsh Harbour,Marsh Harbor,MHH,-77.083472,26.511406,BHS
Manhattan Reigonal,Manhattan,MHK,-96.670833,39.140972,USA
Minchumina Airport,Lake Minchumina,MHM,-152.301944,63.886111,USA
Minsk 1,Minsk,MHP,27.539683,53.864472,BLR
Mariehamn,Mariehamn,MHQ,19.898156,60.122203,FIN
Sacramento Mather,Sacramento,MHR,-121.297592,38.553897,USA
Manchester Regional Airport,Manchester NH,MHT,-71.435667,42.932556,USA
Mount Hotham Airport,Mount Hotham,MHU,147.334,-37.0475,AUS
Mojave,Mojave,MHV,-118.151856,35.059364,USA
Manihiki Island Airport,Manihiki Island,MHX,-161.002,-10.3767,COK
Mildenhall,Mildenhall,MHZ,0.486406,52.361933,GBR
Miami Intl,Miami,MIA,-80.290556,25.79325,USA
Minot Afb,Minot,MIB,-101.357661,48.415572,USA
Licenciado Manuel Crescencio Rejon Int,Merida,MID,-89.657672,20.936981,MEX
Delaware County Airport,Muncie,MIE,-85.39575,40.2424722,USA
Mianyang Airport,Mianyang,MIG,104.741,31.4281,CHN
MarÃ­lia Airport,MarÃ­lia,MII,-49.9264,-22.196892,BRA
Mili Island Airport,Mili Island,MIJ,171.733,6.08333,MHL
Mikkeli,Mikkeli,MIK,27.201794,61.6866,FIN
Merimbula Airport,Merimbula,MIM,149.901,-36.9086,AUS
Habib Bourguiba Intl,Monastir,MIR,10.754722,35.758056,TUN
Misima Island Airport,Misima Island,MIS,152.838,-10.6892,PNG
Maiduguri,Maiduguri,MIU,13.08095,11.855347,NGA
Millville Muni,Millville,MIV,-75.072222,39.367806,USA
Manja Airport,Manja,MJA,44.317,-21.417,MDG
Mejit Atoll Airport,Mejit Atoll,MJB,170.883,10.2833,MHL
Man,Man,MJC,-7.587364,7.272069,CIV
Moenjodaro,Moenjodaro,MJD,68.143053,27.335156,PAK
Majkin Airport,Majkin,MJE,168.167,7.833,MHL
Kjaerstad,Mosjoen,MJF,13.214914,65.783997,NOR
Mitiga Airport,Tripoli,MJI,13.276,32.8941,LBY
Shark Bay Airport,Shark Bay,MJK,113.577,-25.8939,AUS
Mouilla Ville Airport,Mouila,MJL,11.0567,-1.84514,GAB
Mbuji Mayi,Mbuji-mayi,MJM,23.569008,-6.121236,COD
Philibert Tsiranana,Mahajanga,MJN,46.351828,-15.667144,MDG
Mitilini,Mytilini,MJT,26.598333,39.056667,GRC
Murcia San Javier,Murcia,MJV,-0.812389,37.774972,ESP
Mirny,Mirnyj,MJZ,114.038928,62.534689,RUS
Downtown,Kansas City,MKC,-94.598889,39.1275,USA
General Mitchell Intl,Milwaukee,MKE,-87.896583,42.947222,USA
Muskegon County Airport,Muskegon,MKG,-86.2382,43.1695,USA
Molokai,Molokai,MKK,-157.096256,21.152886,USA
Mc Kellar Sipes Rgnl,Jackson,MKL,-88.915611,35.599889,USA
Mukah Airport,Mukah,MKM,112.08,2.90639,MYS
Davis Fld,Muskogee,MKO,-95.366656,35.656489,USA
Makemo,Makemo,MKP,-143.658369,-16.583919,PYF
Mopah,Merauke,MKQ,140.418453,-8.520294,IDN
Meekatharra Airport,Meekatharra,MKR,118.548,-26.6117,AUS
Mekane Salam Airport,Mekane Selam,MKS,38.783333,10.633333,ETH
Makokou,Makokou,MKU,12.890908,0.579211,GAB
Rendani,Manokwari,MKW,134.049183,-0.891833,IDN
Mackay,Mackay,MKY,149.179722,-21.171667,AUS
Malacca,Malacca,MKZ,102.251553,2.263361,MYS
Luqa,Malta,MLA,14.4775,35.857497,MLT
Melbourne Intl,Melbourne,MLB,-80.645258,28.102753,USA
Mc Alester Rgnl,Mcalester,MLC,-95.783463,34.882403,USA
Malad City,Malad City,MLD,-112.289,42.17,USA
Male Intl,Male,MLE,73.529128,4.191833,MDV
Abdul Rachman Saleh,Malang,MLG,112.714514,-7.926556,IDN
Bale Mulhouse,Mulhouse,MLH,7.529914,47.589583,FRA
Quad City Intl,Moline,MLI,-90.507539,41.448528,USA
Baldwin County Airport,Milledgeville,MLJ,-83.2414139,33.154225,USA
Marshall Don Hunter Sr. Airport,Marshall,MLL,-162.026111,61.8646418,USA
General Francisco J Mujica Intl,Morelia,MLM,-101.0255,19.849944,MEX
Melilla,Melilla,MLN,-2.956256,35.279817,ESP
Milos,Milos,MLO,24.4775,36.696111,GRC
Frank Wiley Field,Miles City,MLS,-105.886,46.428,USA
Millinocket Muni,Millinocket,MLT,-68.685561,45.647836,USA
Monroe Rgnl,Monroe,MLU,-92.037689,32.510864,USA
Monrovia Spriggs Payne,Monrovia,MLW,-10.758722,6.289061,LBR
Erhac,Malatya,MLX,38.091006,38.435347,TUR
Manley Hot Springs Airport,Manley Hot Springs,MLY,-150.644167,64.9975,USA
Memanbetsu,Memanbetsu,MMB,144.164053,43.880606,JPN
Minami Daito,Minami Daito,MMD,131.263494,25.846533,JPN
Durham Tees Valley Airport,Teesside,MME,-1.429406,54.509189,GBR
Mount Magnet Airport,Mount Magnet,MMG,117.842,-28.1161,AUS
Mammoth Yosemite Airport,Mammoth Lakes,MMH,-118.837772,37.624049,USA
McMinn Co,Athens,MMI,-84.56177,35.39919,USA
Matsumoto,Matsumoto,MMJ,137.922669,36.166758,JPN
Murmansk,Murmansk,MMK,32.750822,68.781672,RUS
Maio,Maio,MMO,-23.213703,15.155928,CPV
Morristown Municipal Airport,Morristown,MMU,-74.4148747,40.79935,USA
Mc Minnville Muni,Mackminnville,MMV,-123.135944,45.194444,USA
Sturup,Malmoe,MMX,13.371639,55.530193,SWE
Miyako,Miyako,MMY,125.295111,24.782833,JPN
Maimana,Maimama,MMZ,64.760917,35.930789,AFG
Muanda,Muanda,MNB,12.351789,-5.930858,COD
Nacala,Nacala,MNC,40.71225,-14.488233,MOZ
Mana Island Airport,Mana Island,MNF,177.098,-17.6731,FJI
Maningrida Airport,Maningrida,MNG,134.234,-12.0561,AUS
John A. Osborne Airport,Geralds,MNI,-62.193333,16.791389,MSR
Mananjary,Mananjary,MNJ,48.358317,-21.201772,MDG
Maiana Airport,Maiana,MNK,173,0.933333,KIR
Ninoy Aquino Intl,Manila,MNL,121.019581,14.508647,PHL
Menominee Marinette Twin Co,Macon,MNM,-87.638443,45.12665,USA
Minto Airport,Minto,MNT,-149.37,65.143611,USA
Mawlamyine Airport,Mawlamyine,MNU,97.660669,16.444747,MMR
Manicore,Manicore,MNX,-61.278319,-5.811381,BRA
Mono Airport,Stirling Island,MNY,155.565,-7.41694,SLB
Orestes Acosta,Moa,MOA,-74.922114,20.654114,CUB
Mobile Rgnl,Mobile,MOB,-88.242814,30.691231,USA
Mario Ribeiro,Montes Claros,MOC,-43.8189,-16.706925,BRA
Modesto City Co Harry Sham,Modesto,MOD,-120.954422,37.625817,USA
Wai Oti,Maumere,MOF,122.236889,-8.640647,IDN
Mong Hsat,Mong Hsat,MOG,99.256825,20.516758,MMR
Dibrugarh,Mohanbari,MOH,95.016922,27.483853,IND
Mitiaro Island Airport,Mitiaro Island,MOI,-157.703,-19.8425,COK
Aro,Molde,MOL,7.2625,62.744722,NOR
Glentanner,Glentanner,MON,170.128333,-43.906666,NZL
Moomba,Moomba,MOO,140.2,-28.1,AUS
Morondava,Morondava,MOQ,44.317614,-20.28475,MDG
Marktoberdorf Schule,Marktoberdorf,MOS,10.623,47.777,DEU
Minot Intl,Minot,MOT,-101.280333,48.259378,USA
Mountain Village Airport,Mountain Village,MOU,-163.682,62.0954,USA
Moranbah Airport,Moranbah,MOV,148.077,-22.0578,AUS
MOW,Moscow,MOW,37.6176,55.7557,RUS
Moorea,Moorea,MOZ,-149.761869,-17.489972,PYF
Katima Mulilo Airport,Mpacha,MPA,24.1767,-17.6344,NAM
Miami Seaplane Base,Miami,MPB,-80.1703,25.7783,USA
Godofredo P,Caticlan,MPH,121.953,11.9214999,PHL
MariposaYosemite,Mariposa,MPI,-120.0222,37.3039,USA
Mokpo Airport,Mokpo,MPK,126.379872,34.758906,KOR
Mediterranee,Montpellier,MPL,3.963014,43.576194,FRA
Maputo,Maputo,MPM,32.572606,-25.920836,MOZ
Mount Pleasant,Mount Pleasant,MPN,-58.447222,-51.822777,FLK
Mulatupo Airport,Mulatupo,MPP,-77.75,8.95,PAN
Mamitupo,Mamitupo,MPU,-77.984167,9.186667,PAN
Edward F Knapp State,Montpelier,MPV,-72.562328,44.203503,USA
Mariupol International Airport,Mariupol International,MPW,37.4496,47.0761,UKR
Maripasoula Airport,Maripasoula,MPY,-54.037222,3.6575,GUF
Macomb Municipal Airport,Macomb,MQB,-90.6523889,40.5200833,USA
Miquelon,Miquelon,MQC,-56.380278,47.095472,SPM
Magnitogorsk,Magnetiogorsk,MQF,58.755661,53.393131,RUS
Minacu Airport,Minacu,MQH,-48.220556,-13.526944,BRA
Mildura Airport,Mildura,MQL,142.086,-34.2292,AUS
Mardin Airport,Mardin,MQM,40.6317,37.2233,TUR
RÃ¸ssvoll Airport,Mo i Rana,MQN,14.3014,66.3639,NOR
Kruger Mpumalanga International Airport,Mpumalanga,MQP,31.1056,-25.3832,ZAF
Moundou,Moundou,MQQ,16.071419,8.624406,TCD
Mustique,Mustique,MQS,-61.180161,12.887947,VCT
Sawyer International Airport,Marquette,MQT,-87.395278,46.353611,USA
Makale,Makale,MQX,39.533464,13.467367,ETH
Misratah Airport,Misratah,MRA,15.061,32.325,LBY
Eastern WV Regional Airport,Martinsburg,MRB,-77.591,39.2407,USA
Alberto Carnevalli,Merida,MRD,-71.161186,8.582294,VEN
Mara Serena Airport,Masai Mara,MRE,35.008056,-1.4061110000000001,KEN
Merrill Fld,Anchorage,MRI,-149.844447,61.213544,USA
Marco Islands,Marco Island Airport,MRK,-81.6725278,25.9950278,USA
Foothills Regional Airport,Morganton,MRN,-81.6115119,35.8202336,USA
Masterton,Masterton,MRO,175.633611,-40.973333,NZL
Marinduque Airport,Gasan,MRQ,121.825583,13.360967,PHL
Provence,Marseille,MRS,5.213611,43.435555,FRA
Sir Seewoosagur Ramgoolam Intl,Plaisance,MRU,57.6836,-20.430235,MUS
Mineralnyye Vody,Mineralnye Vody,MRV,43.081889,44.225072,RUS
Mahshahr,Bandar Mahshahr,MRX,49.151879,30.556192,IRN
Monterey Peninsula,Monterey,MRY,-121.842944,36.587,USA
Moree Airport,Moree,MRZ,149.845,-29.4989,AUS
Muskrat Dam Airport,Muskrat Dam,MSA,-91.7628,53.4414,CAN
Manston,Manston,MSE,1.346111,51.342222,GBR
Masirah,Masirah,MSH,58.890467,20.675434,OMN
Sun Island Airport,South Aari Atoll,MSI,72.4814,3.295,MDV
Misawa Ab,Misawa,MSJ,141.368364,40.703222,JPN
Northwest Alabama Regional Airport,Muscle Shoals,MSL,-87.6102,34.7453,USA
Dane Co Rgnl Truax Fld,Madison,MSN,-89.337514,43.139858,USA
Missoula Intl,Missoula,MSO,-114.090556,46.916306,USA
Minneapolis St Paul Intl,Minneapolis,MSP,-93.221767,44.881956,USA
Minsk 2,Minsk 2,MSQ,28.030731,53.882469,BLR
Mus Airport,Mus,MSR,41.661236,38.747769,TUR
Massena Intl Richards Fld,Massena,MSS,-74.845547,44.935833,USA
Maastricht,Maastricht,MST,5.770144,50.911658,NLD
Moshoeshoe I Intl,Maseru,MSU,27.552503,-29.462256,LSO
Massawa Intl,Massawa,MSW,39.370103,15.669989,ERI
Louis Armstrong New Orleans Intl,New Orleans,MSY,-90.258028,29.993389,USA
Namibe Airport,Mocamedes,MSZ,12.146756,-15.261222,AGO
Selfridge Angb,Mount Clemens,MTC,-82.8355,42.608333,USA
Mizan Teferi Airport,Mizan Teferi,MTF,35.533,6.967,ETH
Florida Keys Marathon Airport,Marathon,MTH,-81.051389,24.726111,USA
Montrose Regional Airport,Montrose CO,MTJ,-107.894242,38.509794,USA
Makin Airport,Makin,MTK,173,3.383333,KIR
Maitland Airport,Maitland,MTL,151.488,-32.7033,AUS
Metlakatla Seaplane Base,Metakatla,MTM,-131.578056,55.131111,USA
Los Garzones,Monteria,MTR,-75.825831,8.823744,COL
Matsapha,Manzini,MTS,31.307519,-26.529022,SWZ
Minatitlan,Minatitlan,MTT,-94.580681,18.103419,MEX
Mota Lava Airport,Ablow,MTV,167.712,-13.666,VUT
General Mariano Escobedo Intl,Monterrey,MTY,-100.106878,25.778489,MEX
Munda Airport,Munda,MUA,157.263,-8.32797,SLB
Maun,Maun,MUB,23.431086,-19.972564,BWA
Franz Josef Strauss,Munich,MUC,11.786086,48.353783,DEU
Waimea Kohala,Kamuela,MUE,-155.668108,20.001328,USA
Mersa Matruh,Mersa-matruh,MUH,27.221689,31.325356,EGY
Muir Aaf,Muir,MUI,-76.569411,40.434811,USA
Mauke Airport,Mauke Island,MUK,-157.345,-20.1361,COK
Maturin,Maturin,MUN,-63.1534,9.749067,VEN
Mountain Home Afb,Mountain Home,MUO,-115.872431,43.043603,USA
Munich HBF,Munich,MUQ,11.555,48.1408,DEU
Marudi,Marudi,MUR,114.321944,4.1775,MYS
Ghriss,Ghriss,MUW,0.147142,35.207725,DZA
Multan Intl,Multan,MUX,71.419111,30.203222,PAK
Musoma Airport,Musoma,MUZ,33.8,-1.483,TZA
Reykjahlid Airport,Myvatn,MVA,-16.9181,65.6558,ISL
Mvengue,Franceville,MVB,13.438036,-1.656156,GAB
Carrasco Intl,Montevideo,MVD,-56.030806,-34.838417,URY
Dix Sept Rosado Airport,Mossoro,MVF,-37.3643,-5.20192,BRA
Morrisville Stowe State Airport,Morrisville,MVL,-72.614,44.535,USA
Fabio Alberto Leon Bentley,Mitu,MVP,-70.233878,1.253664,COL
Mogilev Airport,Mogilev,MVQ,30.0951,53.9549,BLR
Salak,Maroua,MVR,14.257361,10.451392,CMR
Mucuri Airport,Mucuri,MVS,-39.8642,-18.0489,BRA
Mataiva,Mataiva,MVT,-148.717225,-14.868055,PYF
Megeve Airport,Verdun,MVV,6.65222,45.8208,FRA
Martha\\'s Vineyard,Vineyard Haven MA,MVY,-70.615278,41.391667,USA
Masvingo Intl,Masvingo,MVZ,30.859111,-20.055333,ZWE
Williamson Country Regional Airport,Marion,MWA,-89.0110936,37.7549569,USA
Morawa Airport,Morawa,MWB,116.009,-29.211,AUS
